"gid","date","id","lat","long","geo"
11966,"2014-01-06 08:00:01",5,36.06732678,24.87487832,"0101000020E610000022618C06F8DF38405C1FF7299E084240"
11975,"2014-01-06 08:00:02",5,36.0673805,24.87479922,"0101000020E6100000607778D7F2DF3840AEF199EC9F084240"
11985,"2014-01-06 08:00:03",5,36.06732486,24.8747829,"0101000020E61000009C99AAC5F1DF384032F4DB199E084240"
12002,"2014-01-06 08:00:05",5,36.06738489,24.87469551,"0101000020E61000007568810BECDF3840B4656D11A0084240"
12018,"2014-01-06 08:00:07",5,36.06735754,24.87455711,"0101000020E61000002DEF89F9E2DF384032B8FF2B9F084240"
12027,"2014-01-06 08:00:08",5,36.06739552,24.87451679,"0101000020E610000058DA1455E0DF38400126996AA0084240"
12035,"2014-01-06 08:00:09",5,36.06741587,24.87449826,"0101000020E6100000E11B331EDFDF3840D1704E15A1084240"
12056,"2014-01-06 08:00:11",5,36.06740874,24.87438191,"0101000020E6100000FDA92B7ED7DF3840DDE17ED9A0084240"
12078,"2014-01-06 08:00:14",5,36.06740436,24.87425571,"0101000020E610000090CAE238CFDF384066E7C0B4A0084240"
12085,"2014-01-06 08:00:15",5,36.06743247,24.87418204,"0101000020E6100000F28CE864CADF384054AB8EA0A1084240"
12091,"2014-01-06 08:00:16",5,36.06745459,24.87415376,"0101000020E61000001CE0728AC8DF3840EE011D5AA2084240"
12098,"2014-01-06 08:00:17",5,36.06745211,24.87407861,"0101000020E61000004915A49DC3DF3840833F4F45A2084240"
12104,"2014-01-06 08:00:18",5,36.06746138,24.87402886,"0101000020E6100000CD75F95AC0DF3840E86B1293A2084240"
12112,"2014-01-06 08:00:19",5,36.06745525,24.87397338,"0101000020E6100000B1AC2CB8BCDF3840C558A65FA2084240"
12119,"2014-01-06 08:00:20",5,36.06742749,24.87391195,"0101000020E610000066D58CB1B8DF38406033C876A1084240"
12140,"2014-01-06 08:00:23",5,36.06744969,24.87376235,"0101000020E6100000E2B9ADE3AEDF384071560231A2084240"
12147,"2014-01-06 08:00:24",5,36.06748125,24.87376141,"0101000020E6100000F474E8D3AEDF3840EEEBC039A3084240"
12153,"2014-01-06 08:00:25",5,36.06750134,24.8737055,"0101000020E6100000D8D5E429ABDF38403BDE47E2A3084240"
12161,"2014-01-06 08:00:26",5,36.0674745,24.87363969,"0101000020E61000009F09C9D9A6DF384030682101A3084240"
12166,"2014-01-06 08:00:27",5,36.0674821,24.87357014,"0101000020E6100000E90FEE4AA2DF38405F48E240A3084240"
12180,"2014-01-06 08:00:29",5,36.06748181,24.87351131,"0101000020E6100000D922ED6F9EDF38402F83733EA3084240"
12184,"2014-01-06 08:00:30",5,36.06752466,24.87343295,"0101000020E6100000B27F434D99DF3840CF2FE7A5A4084240"
12190,"2014-01-06 08:00:31",5,36.06749279,24.8734145,"0101000020E6100000295AB91798DF384006E28E9AA3084240"
12209,"2014-01-06 08:00:34",5,36.06755184,24.87336495,"0101000020E610000001B969D894DF3840D5CAE789A5084240"
14646,"2014-01-06 08:11:01",5,36.06750623,24.87335253,"0101000020E6100000963A0A0894DF384029104D0BA4084240"
14647,"2014-01-06 08:11:01",5,36.06751848,24.8733708,"0101000020E610000007488F3A95DF3840E1BC0F72A4084240"
14653,"2014-01-06 08:11:03",5,36.06752629,24.87346532,"0101000020E61000001697576C9BDF3840CA9593B3A4084240"
14657,"2014-01-06 08:11:04",5,36.06749798,24.87351494,"0101000020E61000000EDED3AC9EDF3840B25218C6A3084240"
14662,"2014-01-06 08:11:05",5,36.06751884,24.87361092,"0101000020E610000017D41AF7A4DF3840F9D41475A4084240"
14667,"2014-01-06 08:11:06",5,36.06751351,24.87361945,"0101000020E610000046E63686A5DF38407CBE5E48A4084240"
14671,"2014-01-06 08:11:07",5,36.06749441,24.87370259,"0101000020E6100000027B12F9AADF384071CE25A8A3084240"
14679,"2014-01-06 08:11:09",5,36.0674901,24.87379494,"0101000020E6100000D5B57206B1DF3840E226FE83A3084240"
14684,"2014-01-06 08:11:10",5,36.06746187,24.87385076,"0101000020E6100000E5C8F3AEB4DF384042B02E97A2084240"
14688,"2014-01-06 08:11:11",5,36.06745947,24.87390366,"0101000020E6100000018E7726B8DF38404EBA0C83A2084240"
14693,"2014-01-06 08:11:12",5,36.06743184,24.87395425,"0101000020E610000041F33977BBDF38402AC1459BA1084240"
14700,"2014-01-06 08:11:14",5,36.06741766,24.87401229,"0101000020E610000021DAF944BFDF3840B96F5224A1084240"
14706,"2014-01-06 08:11:16",5,36.06742093,24.87413656,"0101000020E61000001D70E169C7DF38403CB5C03FA1084240"
14712,"2014-01-06 08:11:18",5,36.06742518,24.87421746,"0101000020E6100000CD4A28B7CCDF384072836763A1084240"
14725,"2014-01-06 08:11:22",5,36.06741462,24.87440542,"0101000020E61000005B589A08D9DF38400D16D20AA1084240"
14728,"2014-01-06 08:11:23",5,36.06737489,24.87449026,"0101000020E6100000DC5EFB97DEDF3840918F8ABD9F084240"
14733,"2014-01-06 08:11:24",5,36.06737755,24.87455296,"0101000020E6100000EBD1E9B3E2DF384008DEDAD39F084240"
14737,"2014-01-06 08:11:25",5,36.06736443,24.87459102,"0101000020E610000079467432E5DF3840C0E1CB659F084240"
14742,"2014-01-06 08:11:26",5,36.06738033,24.87463461,"0101000020E610000054E6C50DE8DF384031DF2CEB9F084240"
14746,"2014-01-06 08:11:27",5,36.06735356,24.87467069,"0101000020E6100000DB51186BEADF38400EBC9C0A9F084240"
14750,"2014-01-06 08:11:28",5,36.06733523,24.87474631,"0101000020E610000026BFC95FEFDF3840FC5BD9709E084240"
14757,"2014-01-06 08:11:30",5,36.06733266,24.8748288,"0101000020E61000005399BDC7F4DF38408B534A5B9E084240"
14761,"2014-01-06 08:11:31",5,36.0673288,24.87486563,"0101000020E6100000933EA531F7DF38401A0AE93A9E084240"
14773,"2014-01-06 08:11:34",5,36.06733414,24.87505228,"0101000020E6100000E6E31C6D03E03840269AB4679E084240"
14782,"2014-01-06 08:11:36",5,36.06737283,24.8751391,"0101000020E61000006CF3B51D09E0384096BE42AC9F084240"
14789,"2014-01-06 08:11:38",5,36.06733261,24.87520513,"0101000020E610000035A482710DE03840C1F3DE5A9E084240"
14793,"2014-01-06 08:11:39",5,36.0673243,24.87527867,"0101000020E610000050894E4312E03840F15C29159E084240"
14798,"2014-01-06 08:11:40",5,36.06732079,24.87535037,"0101000020E610000006B13BF616E0384008B2B7F79D084240"
14803,"2014-01-06 08:11:41",5,36.06735603,24.87538862,"0101000020E6100000C930F67719E03840EA04551F9F084240"
14810,"2014-01-06 08:11:43",5,36.06732104,24.87544589,"0101000020E6100000B6F7CA381DE03840FD90D0F99D084240"
14814,"2014-01-06 08:11:44",5,36.06735494,24.87553013,"0101000020E61000003C031BBE22E03840144330169F084240"
14819,"2014-01-06 08:11:45",5,36.06735354,24.87556417,"0101000020E61000000BB333F924E03840F0C8710A9F084240"
14822,"2014-01-06 08:11:46",5,36.06733174,24.87564822,"0101000020E61000005BB3537B2AE0384032A492539E084240"
14827,"2014-01-06 08:11:47",5,36.06734312,24.87567351,"0101000020E61000006C6C9F232CE038405B0109B39E084240"
14836,"2014-01-06 08:11:49",5,36.06733892,24.87576984,"0101000020E6100000879FC57332E03840F092CD8F9E084240"
14840,"2014-01-06 08:11:50",5,36.06732216,24.87580729,"0101000020E6100000FD2514E834E0384080BF35039E084240"
14847,"2014-01-06 08:11:52",5,36.06736551,24.87591183,"0101000020E61000008E07F8C13BE03840082ADB6E9F084240"
14851,"2014-01-06 08:11:53",5,36.0673762,24.87597056,"0101000020E610000074754B9B3FE03840AEC387C89F084240"
14855,"2014-01-06 08:11:54",5,36.06737441,24.8759974,"0101000020E61000008B61985D41E03840C6C483B99F084240"
14860,"2014-01-06 08:11:55",5,36.06738297,24.87607023,"0101000020E610000065D97A2346E038408A3A5201A0084240"
14864,"2014-01-06 08:11:56",5,36.0673789,24.8761472,"0101000020E6100000627BD22E4BE0384061F82DDF9F084240"
14869,"2014-01-06 08:11:57",5,36.06734372,24.87614508,"0101000020E6100000BC26410B4BE03840D87E11B89E084240"
14877,"2014-01-06 08:11:59",5,36.0673579,24.87624687,"0101000020E610000053DF01B751E0384049D0042F9F084240"
14882,"2014-01-06 08:12:00",5,36.06735037,24.8763122,"0101000020E6100000F81510FF55E038400243DAEF9E084240"
14894,"2014-01-06 08:12:04",5,36.06719351,24.87637582,"0101000020E6100000BAE76D2A5AE038400BFA03CC99084240"
14899,"2014-01-06 08:12:05",5,36.06710267,24.87633972,"0101000020E6100000F795C5CC57E03840E88FFED196084240"
14903,"2014-01-06 08:12:06",5,36.06710738,24.87636438,"0101000020E6100000B47A7F6A59E03840CB3581F996084240"
14908,"2014-01-06 08:12:07",5,36.06700258,24.87638953,"0101000020E610000025E871105BE038407FEC608A93084240"
14912,"2014-01-06 08:12:08",5,36.06698686,24.87637174,"0101000020E61000004970FAE559E038401A7B820693084240"
14921,"2014-01-06 08:12:10",5,36.06688441,24.87633849,"0101000020E6100000A9C622B857E03840F8C718AB8F084240"
14927,"2014-01-06 08:12:12",5,36.06679634,24.87637279,"0101000020E61000007F2798F759E0384071E54FC88C084240"
14930,"2014-01-06 08:12:13",5,36.06674382,24.87636861,"0101000020E6100000E43077B159E03840180EBE0F8B084240"
14936,"2014-01-06 08:12:15",5,36.06664947,24.87641689,"0101000020E6100000483678DB5CE038400EF946F887084240"
14943,"2014-01-06 08:12:17",5,36.06654643,24.87639257,"0101000020E61000007E9B72435BE03840FE41EA9784084240"
14952,"2014-01-06 08:12:20",5,36.06639859,24.87641135,"0101000020E6100000DD17867E5CE038407746BEBF7F084240"
14955,"2014-01-06 08:12:21",5,36.06636181,24.87640947,"0101000020E6100000008EFB5E5CE03840A1D3358B7E084240"
14958,"2014-01-06 08:12:22",5,36.06625513,24.87641898,"0101000020E610000095B188FE5CE038406845500C7B084240"
14963,"2014-01-06 08:12:24",5,36.06617803,24.8764061,"0101000020E6100000D18371265CE0384028488D8578084240"
14966,"2014-01-06 08:12:25",5,36.06611032,24.8764174,"0101000020E610000036A506E45CE03840FF298F4D76084240"
14969,"2014-01-06 08:12:26",5,36.06610329,24.87638107,"0101000020E6100000C67B82825AE03840A05A961276084240"
14971,"2014-01-06 08:12:27",5,36.06601946,24.87639447,"0101000020E6100000960B53635BE03840BFCC5E5373084240"
14976,"2014-01-06 08:12:29",5,36.06592894,24.87639904,"0101000020E6100000B90BFFAF5BE038407994085C70084240"
14978,"2014-01-06 08:12:30",5,36.06591586,24.87640872,"0101000020E6100000485466525CE038406D7E4FEE6F084240"
14980,"2014-01-06 08:12:31",5,36.06581526,24.8764479,"0101000020E6100000DB25BBE35EE038408DA36AA26C084240"
14984,"2014-01-06 08:12:32",5,36.06577335,24.87643019,"0101000020E6100000EE469BBA5DE038406499D9426B084240"
14987,"2014-01-06 08:12:33",5,36.06575015,24.8763915,"0101000020E61000000DFE7E315BE0384082FA3B806A084240"
14992,"2014-01-06 08:12:36",5,36.06557804,24.87645741,"0101000020E6100000704948835FE03840619178DC64084240"
14998,"2014-01-06 08:12:39",5,36.06543349,24.87640519,"0101000020E61000003C182D175CE038407BCEE51F60084240"
15001,"2014-01-06 08:12:40",5,36.06540337,24.87645615,"0101000020E6100000C9A0246E5FE038405E993B235F084240"
15005,"2014-01-06 08:12:41",5,36.06532741,24.87643582,"0101000020E610000065F10F195EE03840BFBD08A65C084240"
15009,"2014-01-06 08:12:42",5,36.0652708,24.87644106,"0101000020E61000005392F9705EE038401FB127CB5A084240"
15012,"2014-01-06 08:12:43",5,36.06521119,24.87639472,"0101000020E61000007EC984675BE038400E311CD758084240"
15018,"2014-01-06 08:12:45",5,36.06510745,24.87643713,"0101000020E6100000A0590A2F5EE03840EC3CE07055084240"
15022,"2014-01-06 08:12:46",5,36.06511695,24.87641874,"0101000020E6100000CAE681FA5CE03840275591C055084240"
15025,"2014-01-06 08:12:48",5,36.06496498,24.87639546,"0101000020E61000001910EF735BE038401E3EC0C550084240"
15029,"2014-01-06 08:12:49",5,36.06496559,24.87641426,"0101000020E6100000B37258AF5CE038402A35DECA50084240"
15033,"2014-01-06 08:12:50",5,36.06489445,24.87642595,"0101000020E6100000A19D78735DE0384090381A764E084240"
15036,"2014-01-06 08:12:51",5,36.06486012,24.87639241,"0101000020E6100000A269C3405BE03840791B1F564D084240"
15039,"2014-01-06 08:12:52",5,36.06475167,24.87641261,"0101000020E610000083C0A9935CE03840758160C849084240"
15043,"2014-01-06 08:12:53",5,36.06476107,24.87638727,"0101000020E6100000DD4787EA5AE038401CDA3A174A084240"
15050,"2014-01-06 08:12:56",5,36.0645583,24.87640882,"0101000020E610000072D313545CE03840BA97457243084240"
15053,"2014-01-06 08:12:57",5,36.06457794,24.87639497,"0101000020E61000006687B66B5BE03840E92B061744084240"
15056,"2014-01-06 08:12:58",5,36.06447945,24.87641963,"0101000020E6100000246C70095DE03840CD81D4DC40084240"
15060,"2014-01-06 08:12:59",5,36.06440945,24.87643063,"0101000020E61000000C10FDC15DE03840D4A6A0913E084240"
15067,"2014-01-06 08:13:01",5,36.06434818,24.87641809,"0101000020E61000003C2C9AEF5CE038401D54A88F3C084240"
15070,"2014-01-06 08:13:02",5,36.06428528,24.87638701,"0101000020E6100000D7962AE65AE038406B9B03803A084240"
15076,"2014-01-06 08:13:04",5,36.06423305,24.87640651,"0101000020E61000009573522D5CE038404289E0C938084240"
15079,"2014-01-06 08:13:05",5,36.06417518,24.87642455,"0101000020E610000059A9FB5B5DE038404FA86DE436084240"
15082,"2014-01-06 08:13:06",5,36.06409944,24.87640724,"0101000020E610000012C791395CE03840F73E136934084240"
15085,"2014-01-06 08:13:07",5,36.06403529,24.8764634,"0101000020E61000001624C7E75FE03840812BF24E32084240"
15087,"2014-01-06 08:13:08",5,36.06397555,24.87641431,"0101000020E610000048322FB05CE038402F7FCF5930084240"
15090,"2014-01-06 08:13:09",5,36.06397058,24.87645452,"0101000020E6100000D5D4CB525FE03840CA801E3030084240"
15094,"2014-01-06 08:13:10",5,36.06389132,24.87640603,"0101000020E610000000DE44255CE03840FBF23C972D084240"
15099,"2014-01-06 08:13:12",5,36.06381611,24.8764487,"0101000020E6100000291F27F15EE0384037B454202B084240"
15103,"2014-01-06 08:13:14",5,36.06372862,24.87645165,"0101000020E61000007646A5225FE038400F5C694228084240"
15105,"2014-01-06 08:13:15",5,36.0636203,24.876496,"0101000020E61000002713B70A62E038404CEEC1B524084240"
15110,"2014-01-06 08:13:17",5,36.0635768,24.8764755,"0101000020E6100000C93EC8B260E038406564DA4823084240"
15115,"2014-01-06 08:13:19",5,36.06344971,24.87648251,"0101000020E61000004BF7632861E0384002B2BE1E1F084240"
15118,"2014-01-06 08:13:20",5,36.06340383,24.87646993,"0101000020E61000000447555560E038404425E09D1D084240"
15121,"2014-01-06 08:13:21",5,36.06333422,24.87650161,"0101000020E610000062D7D56862E0384010CFF1551B084240"
15126,"2014-01-06 08:13:24",5,36.06316545,24.87643751,"0101000020E61000000B706A355EE038405AFE32CE15084240"
15129,"2014-01-06 08:13:26",5,36.06308455,24.87649237,"0101000020E6100000F257D0CD61E0384002918F2713084240"
15132,"2014-01-06 08:13:27",5,36.06303921,24.87647688,"0101000020E6100000D44CEFC960E0384068A838AB11084240"
15134,"2014-01-06 08:13:28",5,36.0629879,24.87642789,"0101000020E61000002FDA04945DE038409945CDFC0F084240"
15137,"2014-01-06 08:13:29",5,36.06297951,24.87647362,"0101000020E6100000ECB43D9360E0384051E26BB60F084240"
15140,"2014-01-06 08:13:31",5,36.06284759,24.87647772,"0101000020E6100000991207D860E0384059D7CB630B084240"
15146,"2014-01-06 08:13:35",5,36.06266705,24.87647484,"0101000020E61000001C91B5A760E03840B624517905084240"
15148,"2014-01-06 08:13:36",5,36.06260083,24.87644548,"0101000020E6100000B85321BB5EE03840B7C6D24D03084240"
15151,"2014-01-06 08:13:38",5,36.06247116,24.87643175,"0101000020E6100000116DC7D45DE038405492120EFF074240"
15153,"2014-01-06 08:13:40",5,36.06243908,24.87644962,"0101000020E6100000DB7D96005FE03840D14BF700FE074240"
15154,"2014-01-06 08:13:41",5,36.06233526,24.87645353,"0101000020E610000052D02F425FE03840388B0F9AFA074240"
15155,"2014-01-06 08:13:42",5,36.06230725,24.87644556,"0101000020E6100000A6EC78BC5EE03840E08618AFF9074240"
15157,"2014-01-06 08:13:43",5,36.06228761,24.87640591,"0101000020E61000009B7841235CE03840B0F2570AF9074240"
15158,"2014-01-06 08:13:44",5,36.06220794,24.87637322,"0101000020E61000007FFDCEFE59E03840FFEC056EF6074240"
15161,"2014-01-06 08:13:46",5,36.06213326,24.87641687,"0101000020E61000000C5022DB5CE03840D1D88FFBF3074240"
15162,"2014-01-06 08:13:47",5,36.06204178,24.8764169,"0101000020E61000006529A3DB5CE03840F60A2CFCF0074240"
15164,"2014-01-06 08:13:49",5,36.06198899,24.87636593,"0101000020E6100000BAAD808459E038408C615641EF074240"
15166,"2014-01-06 08:13:51",5,36.0618994,24.87634174,"0101000020E6100000746BA9EE57E038402E52CD51EC074240"
15168,"2014-01-06 08:13:52",5,36.06178277,24.87633011,"0101000020E610000039F38A2B57E038409B4D707FE8074240"
15169,"2014-01-06 08:13:53",5,36.06178422,24.87636648,"0101000020E610000020E9BA8D59E0384089279A8BE8074240"
15171,"2014-01-06 08:13:54",5,36.06172394,24.87630263,"0101000020E6100000B13F815E55E0384013D7EF91E6074240"
15172,"2014-01-06 08:13:55",5,36.06166356,24.87633207,"0101000020E610000003166D4C57E0384008C76E97E4074240"
15173,"2014-01-06 08:13:56",5,36.06158032,24.87627329,"0101000020E610000088E8427253E03840153D2ADDE1074240"
15174,"2014-01-06 08:13:57",5,36.06153882,24.87628453,"0101000020E61000003A57D62E54E03840CFAA0981E0074240"
15177,"2014-01-06 08:13:59",5,36.06143533,24.876243,"0101000020E61000005359147651E03840A195E61CDD074240"
15178,"2014-01-06 08:14:00",5,36.06144123,24.87628187,"0101000020E61000004CBA350254E03840EEBC644EDD074240"
15184,"2014-01-06 08:14:02",5,36.06135333,24.87623471,"0101000020E6100000EE11FFEA50E03840E4EC086DDA074240"
15186,"2014-01-06 08:14:03",5,36.06130903,24.87621377,"0101000020E61000007274AE8B4FE0384055666BF9D8074240"
15189,"2014-01-06 08:14:04",5,36.06122791,24.87622077,"0101000020E6100000D7391F0150E03840B686EF50D6074240"
15194,"2014-01-06 08:14:06",5,36.06116099,24.87619899,"0101000020E610000096D6B6934EE03840A5EB911FD4074240"
15197,"2014-01-06 08:14:07",5,36.06107534,24.87617746,"0101000020E61000003E31802A4DE0384030F21551D1074240"
15201,"2014-01-06 08:14:08",5,36.06102033,24.87616848,"0101000020E6100000D362D7934CE03840DDDEA083CF074240"
15203,"2014-01-06 08:14:09",5,36.06096851,24.87618152,"0101000020E610000073C29D6E4DE038409744EED0CD074240"
15205,"2014-01-06 08:14:10",5,36.06089729,24.87617668,"0101000020E61000002C1E6A1D4DE03840867B7E7BCB074240"
15207,"2014-01-06 08:14:11",5,36.06089895,24.87618715,"0101000020E6100000EA6C12CD4DE038402D4E6B89CB074240"
15211,"2014-01-06 08:14:13",5,36.06081565,24.87618458,"0101000020E6100000085CF4A14DE03840E1EAA5CEC8074240"
15216,"2014-01-06 08:14:16",5,36.06064536,24.87622458,"0101000020E6100000240D0B4150E0384055ED263AC3074240"
15219,"2014-01-06 08:14:17",5,36.06057579,24.87619871,"0101000020E6100000553F048F4EE038405C7D8EF2C0074240"
15221,"2014-01-06 08:14:19",5,36.06050745,24.87622818,"0101000020E610000000EF707D50E038400A7547B5BE074240"
15225,"2014-01-06 08:14:21",5,36.0603959,24.87617048,"0101000020E6100000145265B54CE0384000A8870DBB074240"
15231,"2014-01-06 08:14:24",5,36.06024577,24.87622749,"0101000020E6100000FB67DD7150E03840A9EF2522B6074240"
15234,"2014-01-06 08:14:25",5,36.06020879,24.87619809,"0101000020E61000001F5E9D844EE03840A9FDEFEBB4074240"
15244,"2014-01-06 08:14:30",5,36.05991616,24.87618132,"0101000020E610000020C4426B4DE03840D8D92D55AB074240"
15248,"2014-01-06 08:14:31",5,36.05990312,24.8761945,"0101000020E6100000616F62484EE0384008AACAE7AA074240"
15252,"2014-01-06 08:14:32",5,36.05983393,24.87616696,"0101000020E61000002609577A4CE03840454562A3A8074240"
15256,"2014-01-06 08:14:33",5,36.05977227,24.87621728,"0101000020E610000042CA91C64FE03840C96D249EA6074240"
15259,"2014-01-06 08:14:34",5,36.05970602,24.87618738,"0101000020E61000009744EED04DE038401DA36572A4074240"
15261,"2014-01-06 08:14:35",5,36.05964797,24.87621802,"0101000020E6100000DD10FCD24FE038401E36708BA2074240"
15264,"2014-01-06 08:14:36",5,36.05963617,24.87617976,"0101000020E6100000FC9D16514DE0384083E77328A2074240"
15267,"2014-01-06 08:14:37",5,36.05959753,24.87616529,"0101000020E6100000BB70525E4CE03840DD2251E4A0074240"
15271,"2014-01-06 08:14:39",5,36.0594502,24.87621674,"0101000020E6100000FB8182BD4FE03840CE5E6C109C074240"
15273,"2014-01-06 08:14:40",5,36.05945532,24.87623156,"0101000020E61000004EEC25B650E03840927C5F3B9C074240"
15275,"2014-01-06 08:14:41",5,36.05935229,24.87618877,"0101000020E6100000C04540E84DE03840113F18DB98074240"
15278,"2014-01-06 08:14:42",5,36.05930105,24.87620705,"0101000020E61000004F46F01A4FE038402A2F432D97074240"
15283,"2014-01-06 08:14:44",5,36.05921194,24.87621747,"0101000020E610000078D5C1C94FE0384096EAC04194074240"
15287,"2014-01-06 08:14:47",5,36.05905993,24.87623311,"0101000020E6100000541F27D050E0384051ED99468F074240"
15289,"2014-01-06 08:14:48",5,36.05904167,24.87621254,"0101000020E610000025A50B774FE0384028E06CAD8E074240"
15294,"2014-01-06 08:14:50",5,36.05895916,24.87620497,"0101000020E61000001FBE0AF84EE03840F4FF47F98B074240"
15296,"2014-01-06 08:14:51",5,36.05890599,24.87622377,"0101000020E6100000B920743350E03840544B423B8A074240"
15299,"2014-01-06 08:14:53",5,36.05878804,24.8762235,"0101000020E6100000957CEC2E50E038401599D25D86074240"
15307,"2014-01-06 08:14:57",5,36.05855544,24.87618698,"0101000020E6100000F04738CA4DE03840C5E6A1BE7E074240"
15310,"2014-01-06 08:14:58",5,36.05851087,24.87622825,"0101000020E6100000D1949D7E50E03840258EC0487D074240"
15312,"2014-01-06 08:14:59",5,36.05846773,24.87618921,"0101000020E6100000DE0EA2EF4DE03840551CDEDE7B074240"
